Constituency Name,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Binary_Con (1 = win),Median House Price (£),Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other"""
Easington,61182,9142,0.149423033,15723,0.256987349,1526,0.024941976,0.565247949,0,90000,3.3,0.638261303,0.055891447,0.25862069,1635,0.026723546,-22.64966104,"4,746",0.75372422,0.192632507,0.745073639,0.002754655,57.5,0.071655064,0.023583948,0.034824223,0.014532199,0.055408072,0.044220484,0.051399743,0.009784704,0.12659161,0.084942997,0.012027388,0.013322205,0.181298668,0.010439404,0.170831232,0.007651647,0.00998806,0.00928249,0.010620569,0.024893694,0.11501493,0.10980849,0.11986941,0.1214714,0.11766061,0.14783125,0.12577975,0.09012355,0.0524406,0.986963718,0.004881055,0.006487936,0.000700745,0.000966545
Eastbourne,79307,26951,0.339831289,3848,0.048520307,22620,0.285220725,0.695197145,1,290000,9.6,0.745838038,0.012792962,0,4195,0.052895709,-2.688569333,"4,745",0.661373409,0.25801439,0.649719017,0.002554387,67.5,0.076017214,0.033087957,0.045416422,0.010692541,0.05643168,0.020052432,0.039570954,0.011723819,0.114463144,0.073498458,0.008617336,0.011685252,0.170660755,0.005643828,0.085905571,0.016788598,0.006573445,0.007935369,0.008440909,0.025865152,0.10402174,0.10460448,0.09137747,0.10502996,0.11377091,0.1360626,0.13380568,0.12780265,0.08352447,0.981608412,0.007599302,0.007865384,0.001660352,0.00126655
East Devon,87168,32577,0.373726597,2870,0.032924927,1771,0.020317089,0.735051854,1,380000,11.8,0.38199048,0.029502533,0.0125,5375,0.061662537,100.2110275,"4,743",0.872719264,0.069559936,0.334392226,0.373780382,107.1,0.047924111,0.005399261,0.011039766,0.010670548,0.03410815,0.009139851,0.019230139,0.003068929,0.057392625,0.096165643,0.004266136,0.00550986,0.108081453,0.00392779,0.119138936,0.002261213,0.001903283,0.005098635,0.01055956,0.007684108,0.16435258,0.13141641,0.14588448,0.20396353,0.13606079,0.10222493,0.06372037,0.03212159,0.02025532,0.230863176,0.038754154,0.538086785,0.158653782,0.033642103
East Ham,88319,8527,0.096547742,41703,0.472186053,2158,0.024434153,0.618530554,0,384950,11.4,0.718204489,0.011219934,0,5615,0.063576354,-2.209529468,"4,742",0.661824899,0.262295082,0.645966709,0.003589345,66.9,0.071573665,0.027370888,0.042946564,0.012559842,0.042297998,0.016235401,0.031313572,0.011545475,0.13820633,0.063127821,0.008129238,0.009191541,0.153441484,0.005087738,0.107063381,0.015422673,0.005596349,0.008057851,0.008303114,0.020446755,0.10819672,0.11909912,0.09228163,0.09809157,0.13282176,0.15490558,0.12092282,0.10677162,0.06690919,0.962836632,0.012174388,0.017400978,0.005268571,0.002319431
East Hampshire,76478,33446,0.437328382,6287,0.082206648,13750,0.179790266,0.743939434,1,415000,11.2,0.748413878,0.013322426,0,5990,0.078323178,36.39977105,"4,740",0.665549993,0.259931096,0.639054381,0.009574205,82.7,0.062698361,0.025111628,0.039104633,0.01113917,0.049018747,0.015029765,0.030978436,0.009117885,0.111089602,0.063987516,0.008328174,0.008254756,0.13514274,0.007818798,0.084637953,0.015659179,0.005004269,0.009268778,0.007097232,0.017905236,0.12568153,0.11161641,0.09411847,0.12520743,0.13749901,0.14694599,0.10988682,0.09094023,0.05810412,0.934950606,0.02105183,0.029008128,0.011115975,0.003873461
Eastleigh,83880,32690,0.389723414,7559,0.090116834,17083,0.20365999,0.703040057,1,310000,10.4,0.73767084,0.020477701,0,3535,0.042143538,-31.59804996,"4,739",0.609430976,0.313161293,0.580542364,0.011090977,104.5,0.073913426,0.02832316,0.03929141,0.012809069,0.053358324,0.021670889,0.039278514,0.009020426,0.160285167,0.081841032,0.008103442,0.010637089,0.166814191,0.005665738,0.105361784,0.013768402,0.007470465,0.009539833,0.010410292,0.020857453,0.11565293,0.11089568,0.091377,0.11633254,0.1410282,0.1455156,0.11285456,0.10232063,0.06402287,0.949772973,0.015881446,0.024025244,0.006258852,0.004061485
East Surrey,83148,35624,0.428440852,8247,0.099184587,11584,0.139317843,0.717876557,1,184950,6.3,0.715416999,0.029205117,0.14516129,4415,0.05309809,-7.101819319,"4,736",0.696534067,0.229634279,0.686880461,0.00249061,51.4,0.083538774,0.033773855,0.047959665,0.013071618,0.058298856,0.029821296,0.052507453,0.01116453,0.096462868,0.084191118,0.009643569,0.015281357,0.191553441,0.006430066,0.162881017,0.017146412,0.009678156,0.011730097,0.007773561,0.026449703,0.09689037,0.10041454,0.08430822,0.0916478,0.11460832,0.15408289,0.14889858,0.13685038,0.07229886,0.985305399,0.006256413,0.005678592,0.001843052,0.000916545
East Worthing and Shoreham,75194,27107,0.360494188,19633,0.26109796,4127,0.054884698,0.706545735,1,250000,8.8,0.636897646,0.03463054,0.060606061,3245,0.043155039,-21.00612155,"4,734",0.632267061,0.288015199,0.601158612,0.013841575,47.1,0.069541824,0.0333251,0.041964201,0.013709906,0.06788234,0.021925373,0.036730439,0.012431247,0.162655878,0.071404277,0.008507355,0.011255807,0.166455475,0.006202298,0.096478383,0.018329681,0.006853503,0.00989547,0.012567728,0.024111278,0.1063652,0.1040197,0.10540363,0.11066077,0.11785005,0.1375756,0.12042918,0.11428238,0.08341346,0.943248606,0.017313668,0.026999963,0.007393404,0.00504436
East Yorkshire,80923,33988,0.420004202,11201,0.138415531,4219,0.052135981,0.652089023,1,299975,9.0,0.711697974,0.01554993,0,6215,0.076801404,25.53678046,"4,732",0.642319517,0.290190145,0.616346867,0.006861791,86.4,0.067885286,0.021990546,0.034456785,0.012521256,0.029236148,0.016198655,0.027428516,0.008022982,0.134172144,0.062203777,0.00844019,0.009224815,0.146423366,0.004357444,0.112175263,0.009723233,0.00532845,0.008739881,0.007580412,0.018271141,0.12239945,0.1112787,0.11225155,0.13876815,0.13167265,0.13950894,0.10939549,0.08372677,0.05099828,0.950936268,0.013781406,0.027013483,0.00486686,0.003401983
Eddisbury,73700,30095,0.40834464,11652,0.158100407,9582,0.130013569,0.718738128,1,248000,7.1,0.741254218,0.021483099,0.075471698,4820,0.065400271,-28.10143462,"4,731",0.735020378,0.198533276,0.726156972,0.002639169,68.4,0.074101047,0.028401516,0.040903027,0.013139969,0.044188148,0.022509138,0.036961814,0.008893044,0.120904214,0.070675875,0.00876518,0.011357294,0.161950569,0.004964318,0.11409271,0.007745293,0.00687262,0.010965149,0.007650824,0.02194255,0.11401731,0.11343221,0.09112284,0.10051683,0.12505825,0.15603567,0.12972814,0.11005168,0.06003705,0.984620415,0.006796445,0.00641108,0.001494751,0.000677309
Edmonton,65747,10202,0.155170578,26217,0.398755837,2145,0.032625063,0.613579327,0,367500,11.7,0.491639763,0.043671864,0.090909091,3620,0.055059546,23.62101813,"4,730",0.809350431,0.114841289,0.510829117,0.245299351,101.2,0.048068938,0.009839791,0.021076452,0.012386622,0.027034578,0.011002785,0.020152902,0.005067261,0.087027642,0.095006961,0.005791001,0.005999735,0.133905247,0.005277694,0.111774306,0.005970735,0.00330175,0.005922854,0.011748521,0.010749536,0.15501932,0.14590006,0.13184361,0.15042236,0.13405912,0.12511411,0.07863818,0.04755463,0.03144864,0.472626027,0.058844002,0.129440741,0.273141827,0.065947403
Ellesmere Port and Neston,70327,17237,0.2450979,26001,0.369715756,2406,0.034211611,0.693133505,0,172000,5.6,0.721748915,0.030331091,0.13559322,2435,0.034623971,-29.70190895,"4,727",0.73154764,0.205780493,0.721595158,0.003957981,87.7,0.072219605,0.028066475,0.039834392,0.013011371,0.040201,0.021913078,0.036884327,0.009083184,0.12609161,0.076167967,0.009699392,0.013031682,0.149469885,0.005034767,0.12683191,0.013606677,0.008006704,0.011440632,0.009118143,0.021155171,0.11317435,0.10974446,0.11008517,0.11383305,0.11923907,0.15361726,0.12297559,0.10093129,0.05639978,0.978070024,0.008525767,0.009975493,0.002048025,0.001380691
Elmet and Rothwell,80957,33726,0.416591524,16373,0.202243166,5155,0.063675778,0.719208963,1,225000,6.8,0.766214428,0.014288426,0,4330,0.053485183,-32.0549569,"4,726",0.712074521,0.222227799,0.690944862,0.006163235,76.9,0.072119895,0.027969271,0.040415769,0.014589827,0.042744291,0.022358167,0.039384719,0.0097811,0.101094901,0.07024148,0.00882431,0.012172839,0.176497699,0.003921332,0.127932363,0.006833322,0.007483567,0.008672611,0.00711112,0.023230098,0.11133951,0.10722803,0.10233815,0.10861515,0.12500124,0.14165677,0.11894379,0.11734708,0.06753021,0.970850105,0.010108108,0.013330255,0.003633699,0.002077833
Eltham,64086,17353,0.270776769,20550,0.320662859,2941,0.045891458,0.681724558,0,415000,11.2,0.586389477,0.027784604,0,3210,0.050088943,58.93652247,"4,726",0.659064829,0.262491784,0.566450161,0.045800421,101.3,0.052912204,0.014316101,0.024925595,0.007237885,0.029394844,0.017038441,0.023785322,0.005248969,0.077313527,0.065074252,0.006426464,0.006997218,0.132662651,0.00361626,0.096420804,0.004705238,0.004536349,0.005728027,0.010357107,0.013278974,0.13810046,0.11758603,0.11755461,0.15452881,0.14389439,0.12969774,0.09065956,0.06636283,0.0416156,0.765783933,0.038603371,0.079011575,0.098731046,0.017870074
Enfield North,68301,16848,0.246672816,23340,0.341722669,2950,0.043191169,0.659580387,0,395000,11.0,0.596082623,0.035218505,0.06779661,3650,0.05343992,34.58097582,"4,725",0.74278284,0.180169427,0.56804751,0.134678272,109.1,0.053325348,0.014616205,0.02796442,0.011971217,0.027771315,0.013445516,0.023229658,0.006074197,0.098595614,0.077996726,0.006627689,0.006567647,0.132268321,0.005827793,0.113750935,0.006742399,0.004085531,0.005826138,0.01106139,0.012642242,0.15482602,0.13398756,0.12486674,0.14439312,0.13517207,0.13254791,0.07962713,0.05841511,0.03616434,0.675050702,0.055515123,0.073496162,0.154871765,0.041066247
"Enfield, Southgate",65525,18473,0.28192293,22923,0.34983594,4344,0.066295307,0.721495612,0,558000,16.2,0.656774667,0.022379481,0,6005,0.091644411,51.17351559,"4,724",0.744787066,0.175503831,0.53038396,0.110668283,109.4,0.050009713,0.014587068,0.028552219,0.009908386,0.028420947,0.01051913,0.025232209,0.006905844,0.080128736,0.069340509,0.005464251,0.006549499,0.125204701,0.004313853,0.076525374,0.008087723,0.003321086,0.005577606,0.010594994,0.012170599,0.12425265,0.1032541,0.12687021,0.16193217,0.13930127,0.13287807,0.09252301,0.07021086,0.04877766,0.69963227,0.050003082,0.131622738,0.073124884,0.045617027
Epping Forest,74304,32364,0.435562016,10191,0.137152778,5387,0.072499462,0.676518088,1,450000,12.2,0.711076451,0.018812897,0,5730,0.077115633,17.92797016,"4,723",0.698550755,0.22564259,0.600616297,0.02284296,101.6,0.055353528,0.0195598,0.029503784,0.011723308,0.027777155,0.015616366,0.027359165,0.010311838,0.084718244,0.065349009,0.005846882,0.009045946,0.134753939,0.002849759,0.082736005,0.003686344,0.004221261,0.00746668,0.008331748,0.01515236,0.1268131,0.10885522,0.11335705,0.13206688,0.13536164,0.14297023,0.10166223,0.08200258,0.05691106,0.887099828,0.023863111,0.058148584,0.023473981,0.007414497
Epsom and Ewell,81138,31819,0.392159038,10226,0.126032192,13946,0.171880007,0.732714634,1,496250,13.7,0.785176425,0.010490821,0,5180,0.06384185,84.67788381,"4,720",0.6864689,0.240736298,0.62630402,0.025096692,112.4,0.059203748,0.020668311,0.036534555,0.010923974,0.036691291,0.011729846,0.026051945,0.008563447,0.111127022,0.059413355,0.006799665,0.005802233,0.138084841,0.004572028,0.067026877,0.01039511,0.004236158,0.007055235,0.007049797,0.016374919,0.12741188,0.1236481,0.09304372,0.11345263,0.14736264,0.14459597,0.10437102,0.0887679,0.05734612,0.87884488,0.023897041,0.072564469,0.013224949,0.01146866
Erewash,72523,27560,0.380017374,16954,0.233774113,2487,0.034292569,0.673083022,1,155000,5.4,0.708238851,0.030744069,0.064516129,3095,0.042676117,-42.44110627,"4,718",0.574843169,0.356491228,0.559479001,0.002541201,96.5,0.072548725,0.023465197,0.035658553,0.012611044,0.058139718,0.024273227,0.035335772,0.010090049,0.134856059,0.072272366,0.009842996,0.011393773,0.161403183,0.008556535,0.139951012,0.010100167,0.008610684,0.007953629,0.007741219,0.020620389,0.11356924,0.10699402,0.12029881,0.12928187,0.12781042,0.1500674,0.10679852,0.09075661,0.05442309,0.968367889,0.011834131,0.013195109,0.005380117,0.001222754
Erith and Thamesmead,65399,16124,0.246548112,19882,0.304010765,1984,0.030336855,0.63279255,0,310000,9.6,0.519041784,0.034222861,0.015625,3480,0.053211823,0.666590835,"4,717",0.720737896,0.212426578,0.58802916,0.055541938,93.0,0.049674394,0.01076208,0.021319779,0.010708503,0.028027316,0.016227654,0.020697302,0.00499765,0.073874295,0.080109488,0.006523188,0.006215385,0.135176512,0.005318921,0.125332047,0.003984247,0.004015253,0.006021299,0.010036566,0.012801901,0.1512984,0.13453748,0.13128024,0.15507124,0.14798386,0.12970889,0.07536684,0.04659176,0.02816128,0.577933927,0.040698677,0.110657189,0.256901889,0.013808318
Esher and Walton,81184,31132,0.383474576,2838,0.034957627,28389,0.34968713,0.777049665,1,585000,14.2,0.737154105,0.011339213,0,6950,0.085608002,23.8900832,"4,717",0.688285018,0.235968242,0.639886682,0.017877771,104.3,0.052028717,0.020250872,0.035200494,0.011553806,0.036293077,0.010817459,0.023240427,0.008645917,0.094079921,0.047198174,0.005903664,0.005856713,0.12005277,0.003243779,0.056646423,0.011374921,0.003634844,0.006028242,0.006762079,0.014996379,0.14307321,0.12524591,0.07612679,0.10968305,0.1589858,0.14932459,0.10021421,0.0801399,0.05720657,0.905018611,0.025276418,0.053019051,0.007875387,0.008810532
Exeter,82054,19479,0.237392449,29882,0.364174812,0,0,0.684817315,0,238000,8.1,0.58022779,0.015943192,0,3555,0.043325127,-8.280813722,"4,715",0.563104964,0.355468971,0.528500538,0.016538048,107.2,0.061781349,0.018369275,0.0266124,0.011708523,0.034079608,0.017118588,0.025691153,0.007627037,0.110527893,0.054930764,0.007771777,0.007808607,0.118518946,0.004650225,0.082808888,0.009890736,0.005098928,0.005945331,0.01022516,0.016398554,0.09742423,0.12051171,0.24061132,0.13151025,0.10496266,0.10692022,0.08383275,0.06710741,0.04711943,0.926715598,0.017038057,0.041595124,0.005820865,0.008830355
Fareham,78337,36459,0.465412257,10373,0.132415078,8006,0.102199472,0.730816855,1,285000,8.0,0.798831015,0.011913856,0,4105,0.052401802,16.47663069,"4,714",0.647347801,0.280070561,0.631102314,0.004994667,100.5,0.070293305,0.027463138,0.04240725,0.01229221,0.049675065,0.018341816,0.035399207,0.010778579,0.132900283,0.070891087,0.008620648,0.011735161,0.171300724,0.004176963,0.105301552,0.019248999,0.005647378,0.008255976,0.007839073,0.021298292,0.10437017,0.10867562,0.10143776,0.11818878,0.12772155,0.151426,0.11863009,0.10443882,0.06511121,0.965857811,0.012543075,0.015917296,0.0034255,0.002256318
Faversham and Mid Kent,73403,31864,0.434096699,9888,0.134708391,6170,0.08405651,0.686538697,1,315000,10.1,0.713299841,0.02086672,0.051724138,4440,0.060487991,-11.80106543,"4,712",0.660133184,0.2703224,0.641351666,0.006605319,75.0,0.06230324,0.024054598,0.036702033,0.011104481,0.045135884,0.019675299,0.029270719,0.007622776,0.137821348,0.068243833,0.008228108,0.007576179,0.148429793,0.004712976,0.09820409,0.009000287,0.005119961,0.009040406,0.007015551,0.018149154,0.1220584,0.11723678,0.0960554,0.11926068,0.12721735,0.14795229,0.1158677,0.10072822,0.05362315,0.965798888,0.012359381,0.014482134,0.005463127,0.00189647
Feltham and Heston,80934,17017,0.210257741,24876,0.307361554,3127,0.03863642,0.590740603,0,355000,12.0,0.508637806,0.037804836,0,5005,0.061840512,24.71806297,"4,710",0.809690513,0.13203244,0.38938286,0.156625545,104.4,0.047002006,0.009707695,0.016282861,0.011055222,0.023423471,0.01082336,0.024283741,0.004583543,0.061622723,0.10307872,0.006031905,0.005780682,0.124335563,0.004688641,0.108818937,0.002996233,0.002635044,0.006383554,0.008669516,0.010427238,0.15275443,0.12148058,0.12992497,0.16733951,0.14274711,0.11872504,0.08490307,0.05131072,0.03081459,0.448664684,0.036650425,0.408433745,0.070948398,0.035302749
Filton and Bradley Stoke,74016,26293,0.355234003,20647,0.278953199,4992,0.067444877,0.726221358,1,275000,8.1,0.712454357,0.013682548,0,3510,0.047422179,8.538692936,"4,710",0.607311308,0.31967275,0.56754919,0.014020356,121.5,0.067426595,0.018498279,0.028631112,0.011059453,0.051126341,0.01499156,0.024988072,0.007413706,0.114489442,0.060538681,0.007461546,0.007675671,0.124116348,0.004297028,0.095834271,0.015951674,0.005046067,0.006345872,0.006196303,0.015561487,0.11970438,0.11630872,0.15766546,0.14531931,0.13035746,0.12750395,0.08544335,0.07144216,0.04625525,0.916525456,0.018240494,0.046000583,0.013523869,0.005709598
Finchley and Golders Green,77573,24162,0.311474353,13347,0.172057288,17600,0.226883065,0.710414706,1,575000,17.5,0.546183533,0.024433601,0.013888889,10250,0.132133603,74.20266591,"4,709",0.732555054,0.175087888,0.347879079,0.094346975,80.0,0.042509506,0.013735977,0.027013092,0.008637377,0.029710053,0.008533314,0.023039092,0.007096297,0.077341274,0.060308606,0.005032641,0.005585945,0.107849293,0.003448742,0.065405278,0.012905606,0.003143411,0.004722915,0.010466581,0.012061696,0.1331932,0.11467854,0.13153249,0.16528524,0.14988256,0.11477581,0.08272864,0.06246353,0.04546,0.664549615,0.047459538,0.169051804,0.058511873,0.060427169
Folkestone and Hythe,88272,35483,0.401973446,14146,0.160254667,5755,0.065196212,0.66844526,1,260000,8.7,0.654862419,0.03489572,0.057142857,4215,0.047750136,-10.48826379,"4,708",0.661078904,0.26344205,0.625782183,0.00713369,65.8,0.066332503,0.031561442,0.043259965,0.012174517,0.053649662,0.025547171,0.037798651,0.010002618,0.137500521,0.078009646,0.010201886,0.008271918,0.175682506,0.007495438,0.105194956,0.009062299,0.006572857,0.010521327,0.009543956,0.022682884,0.10430183,0.10381183,0.09832895,0.10934543,0.11972831,0.14973642,0.13126014,0.11816536,0.0653217,0.94827632,0.011647564,0.033004381,0.004142143,0.002929592
Forest Of Dean,71438,30680,0.429463311,14811,0.207326633,0,0,0.720554887,1,238000,8.0,0.746583747,0.021679863,0.018867925,4435,0.062081805,-37.77799218,"4,706",0.67197419,0.24887718,0.661216011,0.001114116,52.3,0.075497695,0.030326643,0.039521168,0.011396263,0.068745219,0.021819787,0.039843379,0.010121354,0.11427921,0.081008858,0.010812845,0.012567686,0.163725997,0.009266356,0.12252122,0.011681552,0.00605682,0.009684948,0.007176071,0.024044962,0.10143675,0.10990166,0.09900568,0.09564379,0.11670206,0.15795353,0.14094701,0.11726055,0.06114895,0.984588067,0.006475797,0.005849107,0.00233268,0.000754349
Fylde,66847,28432,0.425329484,11821,0.176836657,3748,0.056068335,0.697996918,1,199995,6.1,0.738414503,0.021911272,0.036363636,3480,0.05205918,13.32011802,"4,705",0.755768245,0.182410821,0.737444149,0.005127329,68.8,0.07425009,0.031417932,0.045161109,0.015026997,0.057717324,0.028160225,0.047319272,0.012362496,0.139848974,0.069069728,0.009223281,0.012096649,0.182990468,0.00457362,0.119502581,0.006989056,0.009501929,0.009523033,0.011344866,0.025366575,0.09497521,0.10132377,0.08755707,0.10269239,0.11561952,0.1606114,0.13735639,0.12414175,0.07572255,0.972825158,0.010047123,0.012537539,0.002319506,0.002270674
Gainsborough,76343,33893,0.443956879,10926,0.143117247,5157,0.067550398,0.668640216,1,179000,5.9,0.726209167,0.028914223,0.075471698,3840,0.050299307,7.048920243,"4,701",0.712992946,0.21822087,0.702537097,0.002333213,62.0,0.080378612,0.027798622,0.041292569,0.014966073,0.075604961,0.022892638,0.044587219,0.010430084,0.131359341,0.080614031,0.009970687,0.012525363,0.170967488,0.007550252,0.135593146,0.009514538,0.007735795,0.009411159,0.009187156,0.02370109,0.10564398,0.10495197,0.09519255,0.10309981,0.11672637,0.1550924,0.13870798,0.11955548,0.06102947,0.981650476,0.007086863,0.008013607,0.002507659,0.000741395
Garston and Halewood,76116,6954,0.091360555,38578,0.506831678,3324,0.043670188,0.700588575,0,169995,5.5,0.599123485,0.040192637,0.359375,3765,0.049463976,-42.14620597,"4,698",0.789778601,0.149718006,0.765069552,0.009017677,102.8,0.065879422,0.02427919,0.037750755,0.015620801,0.071154421,0.032201367,0.039766552,0.007726519,0.141570519,0.075602232,0.011238768,0.011107563,0.169157817,0.005741917,0.136586246,0.014378189,0.009311039,0.007868136,0.011821592,0.021187358,0.12666981,0.10445249,0.11572651,0.13661097,0.11374226,0.14392656,0.12059687,0.08237547,0.05589906,0.944655414,0.019550242,0.022283182,0.008956263,0.004554899
Gateshead,64449,13250,0.205588915,20450,0.317305156,2792,0.043321076,0.591863334,0,126500,4.7,0.477242929,0.05187436,0.322033898,2725,0.042281494,10.48194769,"4,696",0.687437835,0.25292574,0.627875479,0.017660254,100.7,0.072923212,0.021374148,0.031581897,0.013298068,0.053901885,0.030503409,0.035985825,0.009708557,0.141909989,0.071481458,0.009640799,0.010646916,0.150321691,0.006727692,0.1446992,0.011403862,0.009641509,0.011568532,0.011866702,0.022299633,0.11286206,0.11230842,0.15634389,0.15330909,0.1196391,0.12965604,0.097688,0.07110269,0.04709079,0.942543331,0.010147504,0.028463801,0.009226927,0.009618437
