communityname,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,larc_bin
Walltownship,20244,2.75,0.57,98.37,0.85,1.05,13.27,22.82,11.21,12.68,16012,78.96,46301,80.48,0.75,58.57,28.23,3.18,19.23,54210,21005,21115,4268,16389,28090,1043.0,19196,419,2.09,4.81,15.89,26.83,4.45,65.6,10.17,26.81,8.92,33.15,6.68,28.24,9.23,8.01,3.2,86.01,83.65,94.89,89.37,53.59,62.72,135,0.91,697,5.88,7.03,8.32,9.47,0.2,0.24,0.29,0.33,95.21,0.15,4.46,3.33,2.71,2.83,2.18,85.63,0.75,34.92,3,532,93.26,82.13,3.57,53.38,1961,0.5,0.3,147000,190800,260200,113200,530,650,746,216,702,28.5,24.6,15.8,0,0,3.44,75.72,66.57,87.61,96.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,638.3,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,33.05,10.0,47.21,107.0,505.17,326.0,1539.12,11.0,51.93,2.0,9.44,80.26,2105.66,0
Hampdentownship,20384,2.71,0.46,96.45,2.7,0.71,13.86,23.76,11.41,9.42,18516,90.84,44250,85.36,0.7,59.8,20.6,1.72,19.0,50246,20380,20482,8776,3241,20587,9365.0,11918,417,2.06,2.98,9.55,31.41,2.13,70.85,9.83,22.02,9.53,35.34,6.32,22.72,8.94,7.68,3.09,86.71,86.35,93.62,85.82,57.54,67.35,70,0.5,729,13.58,16.6,25.1,29.22,0.49,0.59,0.9,1.04,94.11,0.37,2.53,1.98,2.68,2.79,2.22,85.27,0.73,29.21,3,354,95.51,82.18,0.0,25.42,1972,0.4,0.39,83800,113400,150600,66800,408,456,507,99,539,21.6,19.1,10.9,0,0,3.58,69.22,53.75,71.41,86.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,1107.2,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.82,3.0,14.47,32.0,154.34,57.0,274.92,400.0,1929.29,18.0,86.82,1.0,4.82,173.64,2295.86,0
Bloomingtoncity,86335,2.5,1.61,94.71,3.09,0.93,11.69,26.55,12.21,9.12,86335,100.0,41736,86.85,0.99,56.86,19.95,2.63,14.41,48608,20032,20459,14558,21025,10484,11321.0,11868,3154,3.7,2.51,8.76,31.69,3.28,74.28,17.21,21.96,9.56,31.64,7.74,30.48,10.92,9.4,2.95,80.21,80.39,88.29,82.66,72.26,78.55,777,1.27,3491,12.43,17.65,25.72,39.62,0.5,0.71,1.04,1.6,94.3,0.71,2.84,1.97,2.47,2.71,1.92,77.03,1.41,42.58,3,1327,96.29,70.35,0.15,22.61,1967,0.63,0.18,82600,97500,127600,45000,465,545,647,182,574,25.8,20.0,11.3,0,0,4.04,66.76,54.64,82.23,90.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,2345.2,3.14,0.0,0.0,0.0,0.0,0.0,0.0,4,4.65,0.0,0.0,65.0,75.59,103.0,119.79,715.0,831.52,3658.0,4254.13,417.0,484.96,0.0,0.0,0.0,0.0,1
Bedfordtown,12563,3.14,0.19,98.46,1.18,0.52,15.39,21.75,10.85,7.89,2075,16.52,63782,86.11,0.93,65.58,17.51,0.5,14.35,68187,25883,25864,21818,7000,28021,40800.0,24358,274,2.24,4.76,10.34,42.97,3.83,70.83,15.87,25.86,4.5,44.34,4.65,24.24,5.66,5.17,3.31,92.19,91.19,97.6,94.43,71.65,76.65,13,0.15,519,0.0,5.78,10.02,10.02,0.0,0.24,0.41,0.41,87.51,0.22,4.28,3.7,3.07,3.12,2.33,94.74,0.25,13.02,3,159,96.17,93.07,0.0,50.31,1976,0.0,0.0,151700,199500,258600,106900,441,760,930,489,849,26.1,23.1,12.5,0,0,4.13,48.42,60.17,82.33,85.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,369.3,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.88,3.0,23.64,19.0,149.69,99.0,779.96,8.0,63.03,0.0,0.0,31.51,992.67,0
Rosevillecity,33485,2.47,1.64,95.09,2.55,1.13,12.44,26.35,13.71,15.06,33485,100.0,37862,80.37,1.04,63.17,28.86,3.28,18.25,47077,18593,18834,12789,10428,14394,11008.0,8213,1190,3.71,4.04,11.41,34.55,3.56,66.8,17.44,30.0,6.44,38.04,6.04,30.82,9.09,7.68,2.9,79.49,80.75,82.39,83.77,71.63,77.09,323,1.25,1263,12.67,22.49,29.93,34.13,0.48,0.85,1.13,1.29,94.61,0.66,2.72,1.81,2.37,2.65,1.76,76.57,1.13,46.79,3,654,95.4,68.44,0.15,14.83,1964,0.49,0.27,83100,97000,120700,37600,413,483,566,153,507,26.8,18.6,11.5,0,0,3.77,68.62,58.1,78.99,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2440.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,32.95,19.0,56.91,198.0,593.06,1730.0,5181.81,134.0,401.37,9.0,26.96,0.0,6203.2,1
Jacksontownship,33233,2.99,3.14,94.45,1.51,4.35,13.22,27.04,11.92,8.65,19675,59.2,44690,84.67,1.12,44.29,22.1,3.55,13.8,48592,16106,16052,17496,17185,15132,18354.0,15844,1234,3.76,6.61,20.48,16.29,5.68,67.52,15.57,19.42,12.64,26.33,6.19,25.84,8.44,7.35,3.33,87.16,83.3,94.52,85.4,57.83,67.54,465,2.0,2133,5.77,8.25,11.95,14.72,0.37,0.53,0.77,0.94,89.48,1.04,6.07,4.9,2.96,3.02,2.56,88.96,1.3,35.49,3,717,93.94,87.22,2.65,54.11,1974,1.22,0.13,119100,143100,171700,52600,487,592,718,231,676,30.6,26.6,16.0,0,0,6.42,59.5,52.08,67.35,91.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.7,320.6,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,14.61,18.0,52.59,114.0,333.09,1296.0,3786.71,34.0,99.34,3.0,8.77,67.2,4227.9,1
SantaBarbaracity,85571,2.49,2.24,77.75,2.33,31.46,11.83,28.99,14.97,13.5,85571,100.0,33667,75.02,1.26,48.54,27.32,6.01,14.9,40912,18934,21781,11372,12656,15436,7652.0,8412,10588,12.68,10.13,20.9,33.12,4.6,65.45,11.42,27.61,8.46,31.04,11.21,40.82,15.94,13.64,3.04,69.29,63.88,81.66,71.12,62.21,68.78,1962,3.72,19281,22.05,32.7,42.22,51.44,4.97,7.37,9.51,11.59,69.74,9.09,9.23,5.22,2.41,2.5,2.35,43.68,10.61,67.49,2,1878,94.82,42.17,0.53,17.52,1959,2.54,0.81,267500,346900,468300,200800,532,670,897,365,715,31.9,27.9,11.1,314,46,22.53,42.42,41.54,74.17,85.6,138.0,160.36,116.0,134.8,111518.0,129587.7,808.1,160.4,91.67,84.78,2.17,9.42,3.62,15.22,5.0,9.0,107.6,19.6,4371.2,3.95,49.0,12005492.0,84.06,0.0,3.62,139507.91,5,5.81,44.0,51.13,159.0,184.76,463.0,538.02,938.0,1089.99,3317.0,3854.47,226.0,262.62,18.0,20.92,779.72,5227.99,1
Franklincity,11026,2.71,0.79,98.77,0.25,0.14,14.91,29.09,14.17,9.85,11026,100.0,25569,75.34,0.89,27.69,27.92,10.26,17.39,30020,10566,10559,15861,3000,7881,0.0,8927,1785,16.4,18.36,39.42,6.47,8.17,56.47,33.04,14.82,25.72,13.99,10.54,24.13,15.09,12.97,3.09,72.77,69.83,70.94,76.3,51.67,64.05,132,1.49,80,12.5,12.5,12.5,22.5,0.09,0.09,0.09,0.16,97.41,0.34,3.89,3.02,2.68,2.76,2.56,62.03,2.31,43.49,3,137,96.74,60.28,5.11,35.04,1960,6.9,0.12,44100,55600,70400,26300,191,270,338,147,361,25.6,17.4,12.2,0,0,0.73,69.94,55.26,79.49,94.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,1306.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,8.71,5.0,43.53,21.0,182.83,130.0,1131.81,392.0,3412.85,25.0,217.66,0.0,0.0,235.07,4762.32,1
FortSmithcity,72798,2.46,7.68,86.25,4.09,1.42,13.68,26.3,12.48,13.29,72798,100.0,23835,76.41,0.77,34.84,28.41,5.25,12.46,29812,12994,13767,7263,9949,9013,8158.0,7546,9869,13.8,9.81,26.71,16.74,5.61,61.01,27.68,21.16,20.72,23.72,12.11,23.94,14.93,13.61,3.02,74.27,71.7,81.56,79.91,64.31,69.15,1140,1.98,3010,15.55,27.51,44.68,69.27,0.64,1.14,1.85,2.86,93.79,1.44,4.12,2.77,2.41,2.58,2.18,63.19,3.37,53.52,2,3408,89.69,59.16,1.2,33.66,1964,10.03,0.4,35700,50600,74000,38300,190,246,314,124,315,23.8,17.3,12.6,19,5,4.13,58.02,48.19,75.69,83.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,1504.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,4,5.3,66.0,87.51,62.0,82.21,389.0,515.77,963.0,1276.83,3956.0,5245.22,391.0,518.42,23.0,30.5,690.79,7070.97,1
GrandChutetown,14490,2.65,0.21,98.5,0.7,0.57,12.62,28.64,13.24,7.28,11208,77.35,39683,86.89,1.22,60.12,17.92,2.45,9.29,45494,17229,17341,14720,18417,3745,4299.0,21128,479,3.39,5.96,13.83,26.47,2.95,73.58,28.71,17.4,14.54,29.54,7.72,28.59,8.31,8.02,3.1,87.72,87.82,93.31,87.75,63.38,71.69,96,1.02,173,3.47,3.47,17.92,17.92,0.04,0.04,0.21,0.21,97.02,0.8,3.3,2.34,2.59,2.98,1.95,71.81,0.95,41.79,3,154,97.26,62.58,0.65,18.83,1980,1.28,0.12,69200,86900,111300,42100,331,388,446,115,429,20.6,19.6,12.0,12,0,1.19,81.33,45.46,69.19,89.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,509.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,13.45,1.0,6.73,28.0,188.35,75.0,504.51,741.0,4984.53,16.0,107.63,0.0,0.0,208.53,5596.66,1
